"CUISINE_ID","DISH_LIKED","CUISINES"
2200,"Coffee, Momos, Sandwich, Tiramisu, Nachos, Kiwi Ice Tea, Masala Tea","Continental, Cafe, Desserts, Salad, Momos"
2201,"Shawarma, Chicken Grill, Faluda","North Indian, Kerala"
2202,"\N","Hyderabadi, North Indian"
2203,"\N","North Indian, Rolls"
2204,"Akki Rottis, Neer Dosa","North Indian"
2205,"\N","Bengali, North Indian, Chinese"
2206,"Ginger Chai, Ginger Tea, Pakoda, Paratha, Maggi, Pav Bhaji, Sulemani Chai","North Indian, Momos, Rolls, Fast Food"
2207,"\N","North Indian, Biryani"
2208,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages"
2209,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice","North Indian, Chinese"
2210,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex"
2211,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab"
2212,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese"
2213,"\N","North Indian, South Indian, Pizza"
2214,"\N","North Indian, Fast Food, Burger"
2215,"\N","Hyderabadi, Biryani, North Indian"
2216,"\N","Pizza, Burger, Fast Food, Beverages"
2217,"\N","North Indian, Kashmiri"
2218,"Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak"
2219,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger"
2220,"Lassi, Butter Chicken, Sarson Ka Saag, Rajma Chawal, Naan, Chicken Handi, Chicken Rara","North Indian"
2221,"\N","Juices, Ice Cream"
2222,"Coffee, Tea, Pasta Alfredo, Chai, Burgers, White Sauce Pasta, French Fries","Cafe, North Indian, Fast Food"
2223,"\N","Chinese, Tibetan"
2224,"\N","Chinese, Mongolian"
2225,"Pho, Hot Pot, Sangria, Fig Ice Cream, Crepe, Fish, Pumpkin Soup","Vietnamese"
2226,"Mutton Kalmi, Chicken Biryani, Dahi Ke Kebab, Lassi, Tomato Soup, Ganna Chicken, Soya Chaap","North Indian, Chinese"
2227,"Barbecue Chicken Wings, Cocktails, Chilli Paneer, Chicken Steak, Sangria, Pizza, Spicy Chicken","Continental, Asian, American, North Indian, Desserts"
2228,"\N","Arabian, Middle Eastern"
2229,"Falafel, Lamb Kebab, Fattoush, Teriyaki Chicken, Fries, Shawarma, Chicken Kebab","Turkish, Rolls"
2230,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake","Ice Cream, Bakery, Desserts"
2231,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental"
2232,"Roti, Paratha, Appam, Chicken Biryani, Kothu Parotta, Elaneer Payasam, Fish Fry","South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood"
2233,"\N","Fast Food, Juices"
2234,"\N","Sandwich, Fast Food"
2235,"\N","Biryani, Hyderabadi, North Indian"
2236,"Pav Bhaji, Panipuri, Raj Kachori, Papdi Chaat, Samosa Chaat, Bhel Puri, Vada Pav","Street Food, North Indian"
2237,"Enchiladas, Pasta, Cocktails, Peri Peri Chicken, Draught Beer, Hot Gulab Jamun, Fajita","Mexican, Continental, Italian, Chinese"
2238,"\N","Asian, Chinese"
2239,"Waffles, Coffee, Nachos, Rolls, Sandwiches","Cafe, Desserts, Ice Cream"
2240,"Cocktails, Mocktails, Momos, Nachos, Crispy Corn, Mojito, Chicken Tennessee Wings","American, North Indian, Chinese, Finger Food"
2241,"Paratha, Samosa, Chole Bhature, Pav Bhaji, Kachori, Vada Pav","North Indian, Street Food, Mithai"
2242,"\N","Kerala, Biryani, South Indian"
2243,"Salads, Biryani, Chicken Salad, Lunch Buffet, Breakfast Buffet, Fish, Panipuri","North Indian, South Indian, Chinese, Continental"
2244,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos"
2245,"\N","Kerala, South Indian, North Indian, Chinese"
2246,"Tandoori Chicken, Butter Chicken, Garlic Naan","North Indian"
2247,"\N","North Indian, Kebab, Fast Food"
2248,"\N","Kerala, Chinese, South Indian"
2249,"\N","Chinese, Rolls, North Indian"
2250,"Burgers, Chocolate Momos, Noodles, Cheese Momos","Tibetan, Momos"
2251,"\N","Rolls, Fast Food, Beverages, Desserts"
2252,"Coffee, Cup Cake","Bakery"
2253,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos"
2254,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts"
2255,"Mocktails, Peri Peri Chicken, Coffee Hazelnut, Oreo Shake, Nachos, White Sauce Pasta, Beer","Cafe, Continental, Italian"
2256,"\N","Continental, American"
2257,"Chicken Grill, Shawarma Roll, Biryani, Pulpy Grape Juice, Paratha, Chicken Shawarama, Chicken Tikka","North Indian, Kebab, Fast Food"
2258,"Salads, Cocktails, Khao Suey, Jumbo Prawns, Veg Sushi, Espresso Martini, Tom Yum Soup","Thai, Japanese, Korean, Burmese, Chinese"
2259,"\N","North Indian, Chinese, Beverages"
2260,"\N","Desserts, Mithai"
2261,"Manchow Soup, Shawarma, Momos, Hyderabadi Biryani, Vegetarian, Noodles, Dragon Chicken","North Indian, Chinese"
2262,"\N","North Indian, Kerala"
2263,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn","Biryani, North Indian, Chinese, Hyderabadi"
2264,"Fish, Thali, Egg Roast, Buttermilk, Kerala Parotta, Paratha, Kadala Curry","Biryani, Kerala, Seafood, South Indian"
2265,"Coffee, Pizza, Pasta, Broccoli Soup, Tea, Hot Chocolate, Stuffed Mushroom","Cafe, Continental"
2266,"Icecream Cake, Almond Crunch, Cream Cake, Belgian Chocoholic","Desserts"
2267,"\N","Desserts, Ice Cream, Fast Food"
2268,"Wedges, Maggi, Burgers, Waffles, Margherita Pizza, Aam Panna, Tea","Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich"
2269,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani","Bengali, North Indian"
2270,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge","Ice Cream, Desserts"
2271,"Belgian Waffles, Belgian Chocolate Waffle","Desserts, Beverages"
2272,"\N","Chinese, Mangalorean, North Indian"
2273,"Panneer Butter Masala, Lassi","North Indian"
2274,"Dark Chocolate Shake, Cappuccino, Pancakes, Hot Chocolate, Wedges, Waffles, Garlic Bread","Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts"
2275,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap","Cafe, Continental"
2276,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles","North Indian"
2277,"\N","Seafood, Salad, North Indian, Biryani, Chinese"
2278,"Beer, Burgers, Sandwiches, Virgin Mojito, Beef Chilli, Pork Chilli, Nachos","Continental, American, Pizza, BBQ"
2279,"Paneer Tikka, Pizza, Mocktails, Tandoori Aloo, Chowmein, Pasta Alfredo, Murgh Patiala","Continental, Mexican, Chinese, North Indian"
2280,"Fruit Bowl, Grape Juice, Nannari Sharbat, Cheese Sandwich, Tea, Cheese Sandwiches, Orange Juice","Juices, Fast Food, South Indian, Chinese"
2281,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos"
2282,"Kheer, Sandwich, Roti, Salad, Rajma, Gulab Jamun, Chole","North Indian, Biryani"
2283,"Cup Cake","Bakery, Desserts, Italian, North Indian, Fast Food"
2284,"Mishti Doi, Rasgulla, Radhaballavi, Rasmalai, Chamcham, Dum Aloo, Malai Roll","Street Food, Mithai"
2285,"Sea Food, Beer, Fish Thali, Fish Fry, Chicken Tikka, Neer Dosa","North Indian, Chinese, Mangalorean"
2286,"Fries, Nachos, Burgers","Cafe, Fast Food"
2287,"Noodles, Thukpa, Chop Suey, Chicken Momo, Cheese Momos, Sweet Corn Soup, Prawn","Chinese, Momos"
2288,"Pizza, Spinach Curry, Salad","Healthy Food"
2289,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","Chinese, Continental, North Indian"
2290,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages"
2291,"Chicken Biryani","Andhra, Biryani, Chinese"
2292,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos"
2293,"Poha, Kachori, Samosa, Sabudana Khichdi, Paratha","Street Food, South Indian"
2294,"Rasgulla, Luchi, Samosa, Radhaballavi, Rasmalai, Kheer Kadam, Chamcham","Mithai, Street Food"
2295,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food"
2296,"\N","Andhra, Biryani, Chinese"
2297,"Liti Chokha, Litti, Sattu Paratha, Dal Bati, Thali, Roti","North Indian, Bihari, Rajasthani"
2298,"Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages"
2299,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa","South Indian"
2300,"Nachos, Chocolava, Sandwiches, Waffles, Brownie Shake, Garlic Bread, Chocolate Milkshake","Desserts, Ice Cream"
2301,"\N","North Indian, Hyderabadi"
2302,"Donut, Coffee, Cup Cake, Choco Bomb, Waffles, Chocolate Decadence, Melted Chocolate","Bakery, Desserts, Beverages"
2303,"\N","Bakery, European"
2304,"Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Stout, Veg Platter","Continental, American, Italian, Modern Indian, Pizza, Burger"
2305,"Butter Chicken, Panner Tikka, Chicken Biryani, Chicken Lollipop, Chicken Tikka Masala, Dum Biryani, Tangdi Kabab","Biryani, North Indian, Mughlai"
2306,"Lamb Curry, Cocktails, Neer Dosa, Veg Starter, Prawn Ghee Roast, Chicken Biryani, Mocktails","North Indian, Chinese, Seafood"
2307,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai"
2308,"\N","Fast Food, Beverages, Desserts"
2309,"Jeera Rice, Thali, Roti","North Indian, Chinese"
2310,"Cocktails, Mocktails, Mai Thai, Murgh Platter, Pizza, Soya Chaap, Keema Samosa","North Indian, Chinese, Continental, Momos"
2311,"Crab Soup, Raita, Kozhi Biryani, Mutton Biryani","Chettinad"
2312,"Chicken Sukha, Neer Dosa","North Indian, Chinese, Seafood"
2313,"Mutton Biryani, Shawarma, Roti","North Indian, Mughlai, Biryani, Rolls"
2314,"Burgers, Chicken Whopper Burger","Burger"
2315,"Burgers, Chicken Burger, Pasta, Chicken Pizza","Fast Food, Italian"
2316,"Appam, Fish Curry, Buttermilk, Chicken Stew, Kadala Curry, Kerala Parotta, Roast Beef","Kerala, Chinese"
2317,"Pongal, Appam, Elaneer Payasam, Gulab Jamun, Rava Idli, Veg Buffet, Lunch Buffet","South Indian, Chettinad, Kerala, Sri Lankan"
2318,"Burgers, Chicken Wings, Beer, Cocktails, Peri Peri Chicken Steak, Peri Peri Wings, Peri Fries","Continental, BBQ, Steak"
2319,"\N","Chinese, Thai, Seafood"
2320,"Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi"
2321,"Rolls, Mutton Seekh Roll, Malai Tikka, Chicken Tikka Roll, Mutton Baida Roti, Reshmi Tikka Roll, Beda Roti","Fast Food, Rolls"
2322,"Sushi, Maki Roll, Jumbo Prawns, Fish, Rolls, Sashimi, Miso Soup","Japanese"
2323,"Cocktails","Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food"
2324,"Pizza, Cheesecake, Pasta, Risotto, Chicken Burger, Sandwich, Hot Chocolate","Bakery, Cafe, Italian, Desserts"
2325,"Noodles, Dumplings, Jumbo Prawns, Nasi Goreng, Papaya Salad, Sushi, Momos","Malaysian, Thai, Singaporean, Asian, Chinese, Momos"
2326,"Cocktails, Beer, Long Island Iced Tea, Pasta, Chicken Satay, Lamb Burger, Onion Rings","Asian, American, Mexican"
2327,"Hyderabadi Biryani","North Indian, Biryani, Chinese, Mughlai"
2328,"Beer, Mango Lassi, Thandai, Matka Kulfi, Salads, Palak Pakoda, Lunch Buffet","North Indian"
2329,"\N","North Indian, Biryani, South Indian, Chinese"
2330,"Noodles, Beef Momos, Chicken Shaptra, Chicken Thukpa, Clear Soup, Beef Momo, Chicken Thupka","Chinese, Tibetan, Momos"
2331,"Chicken Curry, Paan Shot, Pan Shot Ice Cream, Paan Ice Cream, Mocktails, Cocktails, Hot Gulab Jamun","North Indian, Mediterranean, European, BBQ"
2332,"Vada, Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese"
2333,"Lunch Buffet, Millet Pizza, Salads, Beetroot Payasam, Banana Pudding, Thali, Tikki","North Indian, South Indian"
2334,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer","North Indian"
2335,"Pasta, Sandwich, Sandwiches, Caesar Salad, Salads, Fries, Egg Wrap","Bakery, Fast Food, Italian"
2336,"Chicken Boneless Biryani, Hyderabadi Dum Biryani, Raita, Mutton Biryani, Prawn Biryani, Vegetable Biryani, Hyderabadi Chicken Biryani","Biryani"
2337,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese"
2338,"\N","Bakery, Desserts, Fast Food"
2339,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese"
2340,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches","Cafe"
2341,"Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe"
2342,"Lasagne","Mexican, Italian"
2343,"\N","Bakery, Tea, Beverages"
2344,"Roast Pork, Tai Pai Chicken, Beer, Sweet Corn Chicken Soup, Masala Peanuts, Chinese Chop Suey, Chicken Lollipop","Chinese, Seafood, Biryani"
2345,"Pizza, Pepperoni","Pizza"
2346,"Pasta, Pizza, Chocolate Bomb, Wine, Ginger Lime Mojito, Tiramisu, Watermelon Mojito","Italian, Mexican, Continental, Pizza"
2347,"Chicken Quesadilla, Breakfast Buffet, Cheesecake, Naan, Cocktails, Biryani, Lamb","North Indian, Continental, Asian"
2348,"Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese, Momos"
2349,"Pancakes, Sandwich, Salad, Coffee, Burgers","Cafe, Bakery, Continental"
2350,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food"
2351,"Lassi, Shahi Paneer, Kheer, Paneer Bhurji, Methi Paratha, Paneer Parantha, Stuffed Paratha","North Indian"
2352,"Sushi, Ramen, Noodles","Korean, Sushi"
2353,"Mocktails, Pizza, Crispy Chicken, Nachos, Crispy Onion Rings, Masala Peanuts, Beer","North Indian, Italian, Finger Food, Continental"
2354,"Sandwich, Paratha, Poha, Sandwiches, Idli Vada, Tea, Roti","North Indian, Chinese"
2355,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese"
2356,"Chicken Stew, Ghee Rice, Chai, Beef Biryani","Biryani"
2357,"Idli, Coffee, Vada","South Indian"
2358,"Noodles, Pasta, Tibetan Momos, Clear Soup, Chicken Momo, Tibetan Thukpa, Tea","Tibetan, Chinese, Continental, Momos"
2359,"Salad","North Indian, Healthy Food"
2360,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake","Fast Food"
2361,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food"
2362,"Thali, Paratha, Dal Kichadi","Chinese, North Indian"
2363,"Chowmein, Chicken Manchow Soup, Momos, Dragon Rolls, Chicken Momo, Hot Pot, Sweet Corn Chicken Soup","Italian, Chinese, Japanese"
2364,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani","Konkan, Mangalorean, North Indian, Seafood"
2365,"\N","Finger Food, Continental, Chinese"
2366,"Chaat, Samosa, Thali, Sweet Lassi, Biryani, Egg Roll, Masala Paneer","North Indian, Chinese"
2367,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","Continental, Italian, Beverages"
2368,"Pizza, Garlic Bread, Chicken Lasagne","Pizza"
2369,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger","Desserts, Italian, Pizza"
2370,"\N","American, Burger, Momos, Bengali"
2371,"Chocolate Mousse, Oreo Cheesecake","Bakery"
2372,"Pizza, Dragon Chicken, Butter Chicken, Noodles, Chicken Wings, Chicken Noodle","Continental, Pizza, Chinese"
2373,"Noodles, Chicken Momo, Chicken Manchurian, Crabmeat Soup, Momos, Chop Suey, Chicken Manchow Soup","Chinese, Thai, Vietnamese"
2374,"Chicken Drumsticks, Wood Fire Pizza, Thin Crust Pizza, Barbeque Chicken, Lime Soda, Veggie Pizza, Bbq Chicken","Pizza, Fast Food, BBQ"
2375,"Paratha","North Indian, Chinese, Biryani, Rolls"
2376,"Dhokar Dalna, Chicken Curry, Mutton Curry, Mutton Kosha, Fish Curry, Mocha Chingri, Luchi","Bengali"
2377,"Gur Ice Cream, Nolen Gurer Ice Cream, Pizza, Nolen Gur, Paan Ice Cream, Filter Coffee Ice Cream, Chocolate Hazelnut","Ice Cream, Desserts"
2378,"Non Veg Biryani, Fish","Biryani, North Indian, Chinese"
2379,"Burgers, Pasta, Caramel Custard, Crispy Corn, Mutton Curry, Lemonade, Fries","Continental, Cafe, Steak"
2380,"Cocktails, Momos, Pizza, Roti, Mocktails, Nachos, Fish","European, Continental, Asian, Finger Food"
2381,"Coffee, Salad, Club Sandwiches, Pasta, Sandwich, Burgers, Cappuccino","Cafe"
2382,"\N","Street Food, American"
2383,"\N","Cafe, Coffee, Continental"
2384,"Beer, Cocktails, Brownie, Chicken Satay, Chicken Wings, Pizza, Chilli Paneer","Finger Food, Continental"
2385,"Fries, Oreo Shake, Pasta Arrabiata","Cafe"
2386,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka","North Indian, Chinese, Biryani, Hyderabadi"
2387,"\N","Juices, Pizza"
2388,"\N","Kerala, Tea"
2389,"\N","Desserts, Momos"
2390,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food"
2391,"Chicken Grill, Garlic Bread, Mocktails, Burgers, Fries, Salads, Pudding","African, Burger"
2392,"Pasta, Sandwiches, Pizza","Cafe, Sandwich, Burger"
2393,"Lassi, Raita, Panneer Butter Masala, Dal Makhani, Jalebi, Biryani, Paneer Tikka","North Indian"
2394,"Rolls, Chicken Roll, Chicken Wrap, Veggie Wrap, Raita, Cheesy Chicken, Sabudana Kheer","North Indian, Biryani, Fast Food"
2395,"\N","Fast Food, Burger, North Indian, South Indian"
2396,"Coffee, Garlic Bread","Cafe"
2397,"Mutton Biryani, Rolls, Chicken Roll","North Indian, Kebab"
2398,"Pepper Chicken, Donne Biryani, Chicken Biryani, Chicken Kebab","Biryani"
2399,"Vegetable Biryani, Hyderabadi Biryani, Paneer Tikka, Raita, Basmati Rice, Chicken Biryani, Dum Biryani","North Indian, Chinese"
2400,"Chocolate Fantasy, Cheesecake, Chocolate Decadence, Chocolava","Bakery, Desserts"
2401,"Chilli Chicken, Chicken Tikka, Butter Naan, Roti","Andhra, Chinese, North Indian"
2402,"Kulfi, Sweet Lassi, Pineapple Lassi, Rose Faluda","Beverages, Desserts, Juices"
2403,"\N","Street Food, Beverages, Fast Food"
2404,"Mutton Biryani, Chicken Biryani, Shawarma, Kalmi Kabab, Butter Chicken, Chicken Grill, Garlic Chicken","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls"
2405,"Paneer Parantha, Mutton Biryani, Lassi, Dal Makhani, Thali, Aloo Paratha","North Indian, Chinese"
2406,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Steamed Rice, Gyoza","Chinese, Asian, Japanese"
2407,"\N","Arabian, BBQ, Biryani, Chinese, Continental, Ice Cream, North Indian, South Indian"
2408,"Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food"
2409,"Ghee Rice","North Indian, Mughlai, Biryani"
2410,"\N","Arabian, Chinese, North Indian, Kerala, Juices"
2411,"Burgers, Pizza, Coffee, Peri Peri Chicken Wings, Beef Burger, Mango Salad, Chicken Burger","Cafe, Italian, Pizza, Burger, Beverages"
2412,"Lassi","Beverages, Ice Cream"
2413,"Fish, Kosha Mangsho, Mishti Doi, Aam Panna, Prawn, Nolen Gurer Ice Cream, Luchi","Bengali, Mughlai"
2414,"Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai"
2415,"French Toast, Masala Omelette, Pasta, Egg Paratha, Caramel Custard, Biryani, Penne Alfredo","Continental, American"
2416,"\N","Kebab"
2417,"Curd Rice, Pongal, Coffee, Thali, Noodles, Pav Bhaji, Masala Dosa","Chinese, South Indian, North Indian"
2418,"\N","Biryani, Chinese, Fast Food, North Indian"
2419,"\N","North Indian, Chinese, Assamese"
2420,"Paneer Pizza, Chicken Keema, Peri Peri Pizza, Chicken Chunks","Pizza"
2421,"Paratha, Kheer, Thali, Roti, Rajma, Paneer Chatpata","North Indian"
2422,"\N","Chinese, Burger"
2423,"Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Kiwi Delight","Finger Food, Continental, North Indian"
2424,"Potato Wedges, Chicken Shawarama, Popcorn Chicken","Fast Food, Sandwich"
2425,"\N","Arabian, Middle Eastern, Rolls, Seafood, BBQ"
2426,"\N","Street Food, Maharashtrian"
2427,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza"
2428,"Momos, Fish, Chilli Chicken, Singapore Noodles, Bamboo Rice, Dumplings, Tom Yum Soup","Chinese, Asian, Seafood"
2429,"Paneer Lababdar, Ginger Tea, Butter Kulcha, Chicken Boneless Biryani, Chaat, Chai","Hyderabadi, North Indian, South Indian, Biryani"
2430,"Pasta, Pizza","Continental, Italian, Chinese"
2431,"\N","South Indian, Chettinad, North Indian"
2432,"\N","Continental, Fast Food, Italian, North Indian"
2433,"\N","Bihari, Chinese"
2434,"\N","Chinese, Kebab, North Indian"
